priority,score,table_name,alias_table_name,owner,task_owner,table_rows,data_length,column_count,table_model,primary_key,partition_key,partition_count,tablet_count,task_count,latest_task_code,latest_task_name,latest_task_instance_time,latest_task_influence_num,downstream_count,sql_query_count,sql_last_time,resource_ref_count,collection_count,report_item_count,project_count,persist_object_count,persist_table_refs,unused_days,data_warehouse_layering,asset_class,suggested_rules,evidence
P3,15.0,ods_api_jstbz_provider_info_du,ODS_供应商信息表(聚水潭标准API),管理员,管理员,164093.0,29302894.0,19,PRIMARY_KEYS,"`dt`, `__id`",`dt`,218,436,1,3LqIzyM6dE,ODS_供应商信息表(聚水潭标准API)【连接器】,2026-07-09 02:02:46,813.0,1.0,0,,1,0,0,0,0,0,0.0,ods,共享数据,"表级行数非零；表级行数 7/30 天波动；最新分区 `dt` 非空/及时；主键 `dt`, `__id` 重复检查；店铺标识关键字段空值；原始 API 记录落地完整性",有关联产出任务 1 个；任务下游数量 1；资源关系引用 1 次；存在 owner/任务负责人证据；有分区 218 个
P3,15.0,ods_api_jstbz_purchase_return_info_du,ODS_采购退货信息表(聚水潭标准API),管理员,管理员,3319.0,8009692.0,33,PRIMARY_KEYS,"`dt`, `__id`",`dt`,182,364,1,0DAftT2P6k,ODS_采购退货信息表(聚水潭标准API)【连接器】,2026-07-09 02:11:32,190.0,1.0,0,,1,0,0,0,0,0,0.0,ods,共享数据,"表级行数非零；表级行数 7/30 天波动；最新分区 `dt` 非空/及时；主键 `dt`, `__id` 重复检查；金额/费用字段非负与异常极值；退款/售后金额与数量范围；推广费/投放指标非负与日期完整性；店铺标识关键字段空值；原始 API 记录落地完整性",有关联产出任务 1 个；任务下游数量 1；资源关系引用 1 次；存在 owner/任务负责人证据；有分区 182 个
P3,15.0,ods_api_jstbz_sale_withdrawal_info_du,ODS_销售退仓信息表(聚水潭标准API),管理员,管理员,810288.0,334044580.0,30,PRIMARY_KEYS,"`dt`, `__id`",`dt`,218,436,1,4QKKuZtL0m,ODS_销售退仓信息表(聚水潭标准API)【连接器】,2026-07-09 02:08:37,8167.0,1.0,0,,1,0,0,0,0,0,0.0,ods,共享数据,"表级行数非零；表级行数 7/30 天波动；最新分区 `dt` 非空/及时；主键 `dt`, `__id` 重复检查；退款/售后金额与数量范围；店铺标识关键字段空值；原始 API 记录落地完整性",有关联产出任务 1 个；任务下游数量 1；资源关系引用 1 次；存在 owner/任务负责人证据；有分区 218 个
P3,15.0,ods_api_jstbz_shop_info_du,ODS_店铺信息表(聚水潭标准API),管理员,管理员,23762.0,8883001.0,19,PRIMARY_KEYS,"`dt`, `__id`",`dt`,218,436,1,nZ4ySu9LGK,ODS_店铺信息表(聚水潭标准API)【连接器】,2026-07-09 02:01:12,106.0,1.0,0,,1,0,0,0,0,0,0.0,ods,共享数据,"表级行数非零；表级行数 7/30 天波动；最新分区 `dt` 非空/及时；主键 `dt`, `__id` 重复检查；店铺标识关键字段空值；原始 API 记录落地完整性",有关联产出任务 1 个；任务下游数量 1；资源关系引用 1 次；存在 owner/任务负责人证据；有分区 218 个
P3,15.0,ods_api_jstbz_suite_product_info_du,ODS_组合商品信息表(聚水潭标准API),管理员,管理员,5266.0,3345206.0,25,PRIMARY_KEYS,"`dt`, `__id`",`dt`,170,340,1,mZ88vVf1yI,ODS_组合商品信息表(聚水潭标准API)【连接器】,2026-07-09 01:00:26,125.0,1.0,0,,1,0,0,0,0,0,0.0,ods,共享数据,"表级行数非零；表级行数 7/30 天波动；最新分区 `dt` 非空/及时；主键 `dt`, `__id` 重复检查；金额/费用字段非负与异常极值；商品编码/名称关键字段空值；店铺标识关键字段空值；原始 API 记录落地完整性",有关联产出任务 1 个；任务下游数量 1；资源关系引用 1 次；存在 owner/任务负责人证据；有分区 170 个
P3,15.0,ods_api_jstbz_transfer_info_du,ODS_调拨信息表(聚水潭标准API),管理员,管理员,24286.0,36111556.0,38,PRIMARY_KEYS,"`dt`, `__id`",`dt`,218,436,1,TtaqMDnfy8,ODS_调拨信息表(聚水潭标准API)【连接器】,2026-07-09 02:01:42,236.0,1.0,0,,1,0,0,0,0,0,0.0,ods,共享数据,"表级行数非零；表级行数 7/30 天波动；最新分区 `dt` 非空/及时；主键 `dt`, `__id` 重复检查；推广费/投放指标非负与日期完整性；店铺标识关键字段空值；原始 API 记录落地完整性",有关联产出任务 1 个；任务下游数量 1；资源关系引用 1 次；存在 owner/任务负责人证据；有分区 218 个
P3,15.0,ods_api_jstbz_user_info_du,ODS_商家用户信息表(聚水潭标准API),管理员,管理员,63695.0,12187992.0,11,PRIMARY_KEYS,"`dt`, `__id`",`dt`,218,436,1,fHaIt0Ud10,ODS_商家用户信息表(聚水潭标准API)【连接器】,2026-07-09 02:03:12,312.0,1.0,0,,1,0,0,0,0,0,0.0,ods,共享数据,"表级行数非零；表级行数 7/30 天波动；最新分区 `dt` 非空/及时；主键 `dt`, `__id` 重复检查；店铺标识关键字段空值；原始 API 记录落地完整性",有关联产出任务 1 个；任务下游数量 1；资源关系引用 1 次；存在 owner/任务负责人证据；有分区 218 个
P3,15.0,ods_api_jstbz_virtual_warehouse_info_du,ODS_虚拟仓库信息表(聚水潭标准API),管理员,管理员,2905.0,1275002.0,11,PRIMARY_KEYS,"`dt`, `__id`",`dt`,218,436,1,z9OUWZA9Nb,ODS_虚拟仓库信息表(聚水潭标准API)【连接器】,2026-07-09 02:11:23,14.0,1.0,0,,1,0,0,0,0,0,0.0,ods,共享数据,"表级行数非零；表级行数 7/30 天波动；最新分区 `dt` 非空/及时；主键 `dt`, `__id` 重复检查；店铺标识关键字段空值；原始 API 记录落地完整性",有关联产出任务 1 个；任务下游数量 1；资源关系引用 1 次；存在 owner/任务负责人证据；有分区 218 个
P3,15.0,ods_api_jstbz_virtualwh_stock_info_du,ODS_虚拟仓库存信息表(聚水潭标准API),管理员,管理员,743880.0,96287323.0,8,PRIMARY_KEYS,"`dt`, `__id`",`dt`,218,436,1,jAeKNi0xYr,ODS_虚拟仓库存信息表(聚水潭标准API)【连接器】,2026-07-09 02:13:52,4038.0,1.0,0,,1,0,0,0,0,0,0.0,ods,共享数据,"表级行数非零；表级行数 7/30 天波动；最新分区 `dt` 非空/及时；主键 `dt`, `__id` 重复检查；商品编码/名称关键字段空值；店铺标识关键字段空值；原始 API 记录落地完整性",有关联产出任务 1 个；任务下游数量 1；资源关系引用 1 次；存在 owner/任务负责人证据；有分区 218 个
P3,15.0,ods_api_jstbz_virtualwh_transfer_info_du,ODS_虚拟仓调拨信息表(聚水潭标准API),管理员,管理员,3289.0,9046218.0,21,PRIMARY_KEYS,"`dt`, `__id`",`dt`,217,434,1,lnuOD1VBfW,ODS_虚拟仓调拨信息表(聚水潭标准API)【连接器】,2026-07-09 14:00:23,9.0,1.0,0,,1,0,0,0,0,0,0.0,ods,共享数据,"表级行数非零；表级行数 7/30 天波动；最新分区 `dt` 非空/及时；主键 `dt`, `__id` 重复检查；店铺标识关键字段空值；原始 API 记录落地完整性",有关联产出任务 1 个；任务下游数量 1；资源关系引用 1 次；存在 owner/任务负责人证据；有分区 217 个
P3,15.0,ods_api_jstbz_warehouse_info_du,ODS_仓库信息表(聚水潭标准API),管理员,管理员,3773.0,1610394.0,13,PRIMARY_KEYS,"`dt`, `__id`",`dt`,218,436,1,eB6dDRNwGN,ODS_仓库信息表(聚水潭标准API)【连接器】,2026-07-09 01:00:16,20.0,1.0,0,,1,0,0,0,0,0,0.0,ods,共享数据,"表级行数非零；表级行数 7/30 天波动；最新分区 `dt` 非空/及时；主键 `dt`, `__id` 重复检查；店铺标识关键字段空值；原始 API 记录落地完整性",有关联产出任务 1 个；任务下游数量 1；资源关系引用 1 次；存在 owner/任务负责人证据；有分区 218 个
P3,15,ods_api_jstqm_shop_product_info_du,ODS_店铺商品信息表(聚水潭奇门API),李梦丽,李梦丽,458467.0,130713372.0,26,PRIMARY_KEYS,"`dt`, `__id`",`dt`,37,37,1,pKKkJ3hGrh,ODS_店铺商品信息表(聚水潭奇门API)【连接器】,2026-07-09 02:14:04,16873.0,0.0,0,,1,1,0,1,0,0,0.0,ods,共享数据,"表级行数非零；表级行数 7/30 天波动；最新分区 `dt` 非空/及时；主键 `dt`, `__id` 重复检查；商品编码/名称关键字段空值；店铺标识关键字段空值；原始 API 记录落地完整性",被 1 个分析项目使用；有关联产出任务 1 个；资源关系引用 1 次；存在 owner/任务负责人证据；有分区 37 个
P3,15.0,ods_api_tb_onsale_item_list_info_du,ODS_在售商品列表信息表(淘宝API),管理员,陶林强,388469.0,318615920.0,34,PRIMARY_KEYS,"`dt`, `__id`",`dt`,370,740,1,WKaExE8n7p,ODS_在售商品列表信息表(淘宝API)【连接器】,2026-07-09 01:03:37,2197.0,1.0,0,,1,0,0,0,0,0,0.0,ods,共享数据,"表级行数非零；表级行数 7/30 天波动；最新分区 `dt` 非空/及时；主键 `dt`, `__id` 重复检查；金额/费用字段非负与异常极值；商品编码/名称关键字段空值；店铺标识关键字段空值；原始 API 记录落地完整性",有关联产出任务 1 个；任务下游数量 1；资源关系引用 1 次；存在 owner/任务负责人证据；有分区 370 个
P3,15.0,ods_api_tb_shop_cats_info_du,ODS_店铺类目信息表(淘宝API),管理员,陶林强,22376.0,4460656.0,12,PRIMARY_KEYS,"`dt`, `__id`",`dt`,453,906,1,J7a0UHCOrR,ODS_店铺类目信息表(淘宝API)【连接器】,2026-07-09 01:00:22,34.0,1.0,0,,1,0,0,0,0,0,0.0,ods,共享数据,"表级行数非零；表级行数 7/30 天波动；最新分区 `dt` 非空/及时；主键 `dt`, `__id` 重复检查；店铺标识关键字段空值；原始 API 记录落地完整性",有关联产出任务 1 个；任务下游数量 1；资源关系引用 1 次；存在 owner/任务负责人证据；有分区 453 个
P3,15.0,ods_api_tb_shop_info_du,ODS_店铺信息表(淘宝API),管理员,陶林强,826.0,1541568.0,9,PRIMARY_KEYS,"`dt`, `__id`",`dt`,453,906,1,b0qolxU0FB,ODS_店铺信息表(淘宝API)【连接器】,2026-07-09 01:00:22,1.0,1.0,0,,1,0,0,0,0,0,0.0,ods,共享数据,"表级行数非零；表级行数 7/30 天波动；最新分区 `dt` 非空/及时；主键 `dt`, `__id` 重复检查；店铺标识关键字段空值；原始 API 记录落地完整性",有关联产出任务 1 个；任务下游数量 1；资源关系引用 1 次；存在 owner/任务负责人证据；有分区 453 个
P3,15.0,ods_api_tb_wxtwjb_adgroup_report_info_du,ODS_单元报告信息表(淘宝万相台无界API),包彦,陶林强,228561.0,112643876.0,6,PRIMARY_KEYS,"`dt`, `__id`",`dt`,395,790,1,ZVeUaFYozP,ODS_单元报告信息表(淘宝万相台无界API)【连接器】,2026-07-09 09:20:39,572.0,1.0,0,,1,0,0,0,0,0,0.0,ods,共享数据,"表级行数非零；表级行数 7/30 天波动；最新分区 `dt` 非空/及时；主键 `dt`, `__id` 重复检查；推广费/投放指标非负与日期完整性；店铺标识关键字段空值；原始 API 记录落地完整性",有关联产出任务 1 个；任务下游数量 1；资源关系引用 1 次；存在 owner/任务负责人证据；有分区 395 个
P3,15.0,ods_api_tmall_exchange_receive_get_list_info_du,ODS_卖家查询换货列表信息表(淘宝API),管理员,陶林强,185131.0,111807906.0,37,PRIMARY_KEYS,"`dt`, `__id`",`dt`,452,904,1,jAcR9U4Vh1,ODS_卖家查询换货列表信息表(淘宝API)【连接器】,2026-07-09 01:02:32,932.0,1.0,0,,1,0,0,0,0,0,0.0,ods,共享数据,"表级行数非零；表级行数 7/30 天波动；最新分区 `dt` 非空/及时；主键 `dt`, `__id` 重复检查；金额/费用字段非负与异常极值；推广费/投放指标非负与日期完整性；商品编码/名称关键字段空值；店铺标识关键字段空值；原始 API 记录落地完整性",有关联产出任务 1 个；任务下游数量 1；资源关系引用 1 次；存在 owner/任务负责人证据；有分区 452 个
P3,15.0,ods_db_cube_be_metrics,ODS_数仓元数据_be节点,管理员,管理员,565.0,37252.0,5,PRIMARY_KEYS,`__id`,,1,4,1,VEwz9mVnlR,ODS_数仓元数据_be节点【迁移】,2026-07-09 14:01:07,565.0,1.0,0,,1,0,0,0,0,0,-1.0,ods,共享数据,表级行数非零；表级行数 7/30 天波动；主键 `__id` 重复检查,有关联产出任务 1 个；任务下游数量 1；资源关系引用 1 次；存在 owner/任务负责人证据；有分区 1 个
P3,15.0,ods_db_cube_be_tablets,ODS_数仓元数据_分桶,管理员,管理员,85484.0,3733534.0,21,PRIMARY_KEYS,`__id`,,1,4,1,Z6AFkAsaiL,ODS_数仓元数据_分桶【迁移】,2026-07-09 00:08:01,85484.0,1.0,0,,1,0,0,0,0,0,0.0,ods,共享数据,表级行数非零；表级行数 7/30 天波动；最新日期字段 CREATE_TIME 及时；主键 `__id` 重复检查,有关联产出任务 1 个；任务下游数量 1；资源关系引用 1 次；存在 owner/任务负责人证据；有分区 1 个
P3,15.0,ods_db_cube_etl_schedule_config,ODS_etl调度配置(魔方内置DB),管理员,管理员,1388.0,168001.0,15,PRIMARY_KEYS,`__id`,,1,4,1,RXaikRK4uU,ODS_etl调度配置(魔方内置DB)【迁移】,2026-07-09 00:07:45,1388.0,1.0,0,,1,0,0,0,0,0,0.0,ods,共享数据,表级行数非零；表级行数 7/30 天波动；最新日期字段 update_strategy 及时；主键 `__id` 重复检查；推广费/投放指标非负与日期完整性,有关联产出任务 1 个；任务下游数量 1；资源关系引用 1 次；存在 owner/任务负责人证据；有分区 1 个
P3,15.0,ods_db_cube_partitions_meta,ODS_数仓元数据_分区,管理员,管理员,40495.0,2493115.0,26,PRIMARY_KEYS,`__id`,,1,4,1,7nwlq7oyeb,ODS_数仓元数据_分区【迁移】,2026-07-09 00:07:52,40495.0,1.0,0,,1,0,0,0,0,0,0.0,ods,共享数据,表级行数非零；表级行数 7/30 天波动；最新日期字段 VISIBLE_VERSION_TIME 及时；主键 `__id` 重复检查,有关联产出任务 1 个；任务下游数量 1；资源关系引用 1 次；存在 owner/任务负责人证据；有分区 1 个
P3,15.0,ods_db_cube_report_form,ODS_报表表(魔方内置DB),管理员,管理员,58.0,26164.0,24,PRIMARY_KEYS,`__id`,,1,4,1,wAQL16wzau,ODS_报表表(魔方内置DB)【迁移】,2026-07-09 14:01:52,58.0,1.0,0,,1,0,0,0,0,0,-1.0,ods,共享数据,表级行数非零；表级行数 7/30 天波动；最新日期字段 last_data_update_time 及时；主键 `__id` 重复检查,有关联产出任务 1 个；任务下游数量 1；资源关系引用 1 次；存在 owner/任务负责人证据；有分区 1 个
P3,15.0,ods_db_cube_report_form_distribution,ODS_报表中子项的分布(魔方内置DB),管理员,管理员,954.0,378760.0,25,PRIMARY_KEYS,`__id`,,1,4,1,CnMtHRDRps,ODS_报表中子项的分布(魔方内置DB)【迁移】,2026-07-09 14:00:53,954.0,1.0,0,,1,0,0,0,0,0,-1.0,ods,共享数据,表级行数非零；表级行数 7/30 天波动；最新日期字段 width 及时；主键 `__id` 重复检查,有关联产出任务 1 个；任务下游数量 1；资源关系引用 1 次；存在 owner/任务负责人证据；有分区 1 个
P3,15.0,ods_db_cube_report_form_item,ODS_报表卡片信息表(魔方内置DB),管理员,管理员,834.0,971768.0,22,PRIMARY_KEYS,`__id`,,1,4,1,PpMvsiLyn4,ODS_报表卡片信息表(魔方内置DB)【迁移】,2026-07-09 14:01:40,834.0,1.0,0,,1,0,0,0,0,0,-1.0,ods,共享数据,表级行数非零；表级行数 7/30 天波动；最新日期字段 last_data_update_time 及时；主键 `__id` 重复检查,有关联产出任务 1 个；任务下游数量 1；资源关系引用 1 次；存在 owner/任务负责人证据；有分区 1 个
P3,15.0,ods_db_cube_schedule_persist_info,ODS_物化信息表(魔方内置DB),管理员,管理员,5228.0,4337278.0,19,PRIMARY_KEYS,`__id`,,1,4,1,2DMJtud32V,ODS_物化信息表(魔方内置DB)【迁移】,2026-07-09 14:01:27,5205.0,1.0,0,,1,0,0,0,0,0,0.0,ods,共享数据,表级行数非零；表级行数 7/30 天波动；最新日期字段 last_persist_time 及时；主键 `__id` 重复检查；物化表与来源 collection 完整性,有关联产出任务 1 个；任务下游数量 1；资源关系引用 1 次；存在 owner/任务负责人证据；有分区 1 个
P3,15.0,ods_db_cube_tables,ODS_数仓元数据_表,管理员,管理员,5411.0,417426.0,22,PRIMARY_KEYS,`__id`,,1,4,1,uLQbFvy42V,ODS_数仓元数据_表【迁移】,2026-07-09 00:08:07,5411.0,1.0,0,,1,0,0,0,0,0,0.0,ods,共享数据,表级行数非零；表级行数 7/30 天波动；最新日期字段 CREATE_TIME 及时；主键 `__id` 重复检查,有关联产出任务 1 个；任务下游数量 1；资源关系引用 1 次；存在 owner/任务负责人证据；有分区 1 个
P3,15.0,ods_db_cube_tables_config,ODS_数仓元数据_表配置,管理员,管理员,5415.0,283485.0,13,PRIMARY_KEYS,`__id`,,1,4,1,1k6fwQ0U4n,ODS_数仓元数据_表配置【迁移】,2026-07-09 00:07:53,5415.0,1.0,0,,1,0,0,0,0,0,0.0,ods,共享数据,表级行数非零；表级行数 7/30 天波动；主键 `__id` 重复检查,有关联产出任务 1 个；任务下游数量 1；资源关系引用 1 次；存在 owner/任务负责人证据；有分区 1 个
P3,15.0,ods_db_data_filling,ODS_数据填报(魔方内置DB),管理员,管理员,48.0,21727.0,18,PRIMARY_KEYS,`__id`,,1,4,1,wxQvlB1671,ODS_数据填报(魔方内置DB)【迁移】,2026-07-09 14:01:34,48.0,1.0,0,,1,0,0,0,0,0,-1.0,ods,共享数据,表级行数非零；表级行数 7/30 天波动；最新日期字段 update_id 及时；主键 `__id` 重复检查,有关联产出任务 1 个；任务下游数量 1；资源关系引用 1 次；存在 owner/任务负责人证据；有分区 1 个
P3,15.0,ods_db_etl_develop_node_info,ODS_节点信息(魔方内置DB),管理员,管理员,142.0,29826.0,15,PRIMARY_KEYS,`__id`,,1,4,1,XnAd6NxqvQ,ODS_节点信息(魔方内置DB)【迁移】,2026-07-09 14:01:35,142.0,1.0,0,,1,0,0,0,0,0,-1.0,ods,共享数据,表级行数非零；表级行数 7/30 天波动；最新日期字段 last_publish_time 及时；主键 `__id` 重复检查,有关联产出任务 1 个；任务下游数量 1；资源关系引用 1 次；存在 owner/任务负责人证据；有分区 1 个
P3,15.0,ods_db_etl_develop_project,ODS_etl分析(魔方内置DB),管理员,管理员,22.0,8559.0,8,PRIMARY_KEYS,`__id`,,1,4,1,Nbe08FJkDf,ODS_etl分析(魔方内置DB)【迁移】,2026-07-09 14:00:53,22.0,1.0,0,,1,0,0,0,0,0,-1.0,ods,共享数据,表级行数非零；表级行数 7/30 天波动；最新日期字段 create_time 及时；主键 `__id` 重复检查,有关联产出任务 1 个；任务下游数量 1；资源关系引用 1 次；存在 owner/任务负责人证据；有分区 1 个
P3,15,ods_jingcaishunjian,ods_天猫佑美旗舰店精彩瞬间支付宝数据,包彦,陶林强,1367.0,193594.0,13,PRIMARY_KEYS,`__id`,,1,16,1,1SKIBPtsaG,ods_天猫佑美旗舰店精彩瞬间支付宝数据【迁移】,,0.0,0.0,0,,1,1,0,1,0,0,49.0,ods,共享数据,表级行数非零；表级行数 7/30 天波动；主键 `__id` 重复检查；商品编码/名称关键字段空值,被 1 个分析项目使用；有关联产出任务 1 个；资源关系引用 1 次；存在 owner/任务负责人证据；有分区 1 个
P3,15,ods_ningbozhifubaoshuju,ods_天猫佑美旗舰店宁波支付宝数据,包彦,陶林强,2080.0,315527.0,14,PRIMARY_KEYS,`__id`,,1,16,1,yi67zYtbSS,ods_天猫佑美旗舰店宁波支付宝数据【迁移】,,0.0,0.0,0,,1,1,0,1,0,0,84.0,ods,共享数据,表级行数非零；表级行数 7/30 天波动；主键 `__id` 重复检查；商品编码/名称关键字段空值,被 1 个分析项目使用；有关联产出任务 1 个；资源关系引用 1 次；存在 owner/任务负责人证据；有分区 1 个
P3,15,ods_tianmaoyoumeiqijiandianbaozhengjin,ods_天猫佑美旗舰店保证金,包彦,陶林强,90100.0,5741772.0,11,PRIMARY_KEYS,`__id`,,1,16,1,pgsnYiLaOH,ods_天猫佑美旗舰店保证金【迁移】,,0.0,0.0,0,,1,1,0,1,0,0,85.0,ods,共享数据,表级行数非零；表级行数 7/30 天波动；主键 `__id` 重复检查；金额/费用字段非负与异常极值,被 1 个分析项目使用；有关联产出任务 1 个；资源关系引用 1 次；存在 owner/任务负责人证据；有分区 1 个
P3,15,ods_weixinshuju,ods_天猫佑美旗舰店微信数据,包彦,陶林强,978139.0,138145614.0,15,PRIMARY_KEYS,`__id`,,1,16,1,1mgxC9RL5H,ods_天猫佑美旗舰店微信数据【迁移】,,0.0,0.0,0,,1,1,0,1,0,0,84.0,ods,共享数据,表级行数非零；表级行数 7/30 天波动；主键 `__id` 重复检查；金额/费用字段非负与异常极值,被 1 个分析项目使用；有关联产出任务 1 个；资源关系引用 1 次；存在 owner/任务负责人证据；有分区 1 个
P3,15,ods_yongkangzhifubao,ods_天猫佑美旗舰店永康支付宝,包彦,陶林强,2.0,6641.0,21,PRIMARY_KEYS,`__id`,,1,16,1,5EqQZR7v55,ods_天猫佑美旗舰店永康支付宝【迁移】,,0.0,0.0,0,,1,1,0,1,0,0,85.0,ods,共享数据,表级行数非零；表级行数 7/30 天波动；主键 `__id` 重复检查；金额/费用字段非负与异常极值；退款/售后金额与数量范围；商品编码/名称关键字段空值,被 1 个分析项目使用；有关联产出任务 1 个；资源关系引用 1 次；存在 owner/任务负责人证据；有分区 1 个
P3,15,ods_zhejiangzhifubaoshuju,ods_天猫佑美旗舰店浙江佑美支付宝数据,包彦,陶林强,168.0,101260.0,23,PRIMARY_KEYS,`__id`,,1,16,1,5EQDZ15mnh,ods_天猫佑美旗舰店浙江佑美支付宝数据【迁移】,,0.0,0.0,0,,1,1,0,1,0,0,84.0,ods,共享数据,表级行数非零；表级行数 7/30 天波动；主键 `__id` 重复检查；商品编码/名称关键字段空值,被 1 个分析项目使用；有关联产出任务 1 个；资源关系引用 1 次；存在 owner/任务负责人证据；有分区 1 个
P3,15,osd_tianmaoyoumeiqijaindianzhifushuju,osd_天猫佑美旗舰店南靖支付宝数据,包彦,陶林强,13.0,21327.0,9,PRIMARY_KEYS,`__id`,,1,16,1,jkQLd37JQS,osd_天猫佑美旗舰店南靖支付宝数据【迁移】,,0.0,0.0,0,,1,1,0,1,0,0,84.0,不规范命名,共享数据,表级行数非零；表级行数 7/30 天波动；主键 `__id` 重复检查；金额/费用字段非负与异常极值；商品编码/名称关键字段空值,被 1 个分析项目使用；有关联产出任务 1 个；资源关系引用 1 次；存在 owner/任务负责人证据；有分区 1 个
P3,15,UD_1710427031420386_GM2PI_ybbzt15d2bbz,源_宝贝主体_15d-2_宝贝主体_15d-kiki,章圣泉,章圣泉,131209.0,7279816.0,34,PRIMARY_KEYS,`__id`,,1,16,1,ilqaKM4Pjz,源_宝贝主体_15d-2_宝贝主体_15d-kiki【EXCEL】,,0.0,0.0,0,,1,1,0,1,0,0,13.0,不规范命名,我的数据,表级行数非零；表级行数 7/30 天波动；最新日期字段 jdtk 及时；主键 `__id` 重复检查,被 1 个分析项目使用；有关联产出任务 1 个；资源关系引用 1 次；存在 owner/任务负责人证据；有分区 1 个
P3,15,UD_1710427031420386_XBX0O_ydsp3d2bbzt1,源_短视频_3d-2_宝贝主体_1d-圣泉,章圣泉,章圣泉,4908.0,145555.0,23,PRIMARY_KEYS,`__id`,,1,16,1,7yA1chGJEJ,源_短视频_3d-2_宝贝主体_1d-圣泉【EXCEL】,,0.0,0.0,0,,1,1,0,1,0,0,0.0,不规范命名,我的数据,表级行数非零；表级行数 7/30 天波动；主键 `__id` 重复检查,被 1 个分析项目使用；有关联产出任务 1 个；资源关系引用 1 次；存在 owner/任务负责人证据；有分区 1 个
P3,15,UD_1_0MCZT_n12y,1、2页,管理员,管理员,14070.0,1527233.0,24,PRIMARY_KEYS,`__id`,,1,16,1,SW6JpkoJzF,1、2页【EXCEL】,,0.0,0.0,0,,1,1,0,1,0,0,0.0,不规范命名,我的数据,表级行数非零；表级行数 7/30 天波动；主键 `__id` 重复检查；商品编码/名称关键字段空值,被 1 个分析项目使用；有关联产出任务 1 个；资源关系引用 1 次；存在 owner/任务负责人证据；有分区 1 个
P3,15,UD_1_518F8_wppcgddd,未匹配成功的订单,管理员,管理员,15.0,26028.0,8,PRIMARY_KEYS,`__id`,,1,16,1,xschPw9Inv,未匹配成功的订单【EXCEL】,,0.0,0.0,0,,1,1,0,1,0,0,0.0,不规范命名,我的数据,表级行数非零；表级行数 7/30 天波动；主键 `__id` 重复检查；商品编码/名称关键字段空值,被 1 个分析项目使用；有关联产出任务 1 个；资源关系引用 1 次；存在 owner/任务负责人证据；有分区 1 个
P3,15,UD_1_JRO0S_wppcgddd1,未匹配成功的订单 (1),管理员,管理员,58.0,30446.0,8,PRIMARY_KEYS,`__id`,,1,16,1,r2gLrIVpfQ,未匹配成功的订单 (1)【EXCEL】,,0.0,0.0,0,,1,1,0,1,0,0,0.0,不规范命名,我的数据,表级行数非零；表级行数 7/30 天波动；主键 `__id` 重复检查；商品编码/名称关键字段空值,被 1 个分析项目使用；有关联产出任务 1 个；资源关系引用 1 次；存在 owner/任务负责人证据；有分区 1 个
P3,15,UD_1_P30ES_spzlt,商品资料_test,管理员,管理员,18983.0,755283.0,8,PRIMARY_KEYS,`__id`,,1,16,1,eeeuDQ946k,商品资料_test【EXCEL】,,0.0,0.0,0,,1,1,0,1,0,0,0.0,不规范命名,我的数据,表级行数非零；表级行数 7/30 天波动；主键 `__id` 重复检查；商品编码/名称关键字段空值,被 1 个分析项目使用；有关联产出任务 1 个；资源关系引用 1 次；存在 owner/任务负责人证据；有分区 1 个
P3,15,UD_3418004512502203_0DARH_xtsj12yytcfh,系统数据-12月圆通仓发货数据(1),陶林强,陶林强,314849.0,43598552.0,44,PRIMARY_KEYS,`__id`,,1,16,1,6JwPrpTDTG,系统数据-12月圆通仓发货数据(1)【EXCEL】,,0.0,0.0,0,,1,1,0,1,0,0,55.0,不规范命名,我的数据,表级行数非零；表级行数 7/30 天波动；主键 `__id` 重复检查；商品编码/名称关键字段空值,被 1 个分析项目使用；有关联产出任务 1 个；资源关系引用 1 次；存在 owner/任务负责人证据；有分区 1 个
P3,15,UD_3418004512502203_D5C8M_n1yytcczfbcf,1月圆通仓操作费&包材费汇总 - 副本,陶林强,陶林强,247853.0,36000630.0,44,PRIMARY_KEYS,`__id`,,1,16,1,Jcw7ER74Bl,1月圆通仓操作费&包材费汇总 - 副本【EXCEL】,,0.0,0.0,0,,1,1,0,1,0,0,55.0,不规范命名,我的数据,表级行数非零；表级行数 7/30 天波动；主键 `__id` 重复检查；商品编码/名称关键字段空值,被 1 个分析项目使用；有关联产出任务 1 个；资源关系引用 1 次；存在 owner/任务负责人证据；有分区 1 个
P3,15,UD_3418004512502203_F9A32_jjsj,计件数据,陶林强,陶林强,401308.0,51967693.0,43,PRIMARY_KEYS,`__id`,,1,16,1,umMpNY2pTl,计件数据【EXCEL】,,0.0,0.0,0,,1,1,0,1,0,0,55.0,不规范命名,我的数据,表级行数非零；表级行数 7/30 天波动；主键 `__id` 重复检查；商品编码/名称关键字段空值,被 1 个分析项目使用；有关联产出任务 1 个；资源关系引用 1 次；存在 owner/任务负责人证据；有分区 1 个
P3,15,UD_3418004512502203_Q8CWK_smcsmc,skid名称-sku名称,包彦,陶林强,13961.0,772223.0,4,PRIMARY_KEYS,`__id`,,1,16,1,vdOaDD5Kic,skid名称-sku名称【EXCEL】,,0.0,0.0,0,,1,1,0,1,0,0,0.0,不规范命名,共享数据,表级行数非零；表级行数 7/30 天波动；主键 `__id` 重复检查；商品编码/名称关键字段空值,被 1 个分析项目使用；有关联产出任务 1 个；资源关系引用 1 次；存在 owner/任务负责人证据；有分区 1 个
